Mol_acc,SMILES_acc,Mol_don,SMILES_don,HOMO_acc,LUMO_acc,HOMO_don,LUMO_acc,Eg_acc,Eg_don,Voc,Jsc,FF,PCE,DOI,,,,,,,,,,
A4T-16,CCc1cc(CC)c(-c2cc(-c3cc(-c4c(CC)cc(CC)cc4CC)c(-c4sc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)cc4CC)s3)sc2-c2sc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)cc2CC)c(CC)c1,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,,,,,,,0.876,21.8,0.798,15.2,10.1038/s41467-021-25394-w,,,,,,,,,,
H2,CCc1c(/C=C2\C(=O)c3ccc(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccc(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,PBDB-T,CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,,,,,,,0.79,25.82,0.73,15.12,10.1002/anie.202006081,,,,,,,,,,
PFA1,CCc1c(/C=C2\C(=O)c3ccc(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(-c9ccc(-c%10cc%11c(cc%10F)C(=C(C#N)C#N)/C(=C/c%10sc%12c(sc%13c%14c%15nsnc%15c%15c%16sc%17c(CC)c(/C=C%18\C(=O)c%19cc(F)c(-c%20cccs%20)cc%19C%18=C(C#N)C#N)sc%17c%16n(CC)c%15c%14n(CC)c%12%13)c%10CC)C%11=O)s9)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,PTzBI-oF,CCc1ccc(-c2c3cc(-c4sc(-c5c6c(c(-c7cc(F)c(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11sc(-c%12c%13c(c(-c%14cc(F)c(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18sc(-c%19c%20c(c(-c%21cc(F)cs%21)c%21nn(CC)nc%19%21)C(=O)N(CC)C%20=O)cc%18F)cc%17c(-c%17ccc(CC)s%17)c%16s%15)s%14)c%14nn(CC)nc%12%14)C(=O)N(CC)C%13=O)cc%11F)cc%10c(-c%10ccc(CC)s%10)c9s8)s7)c7nn(CC)nc57)C(=O)N(CC)C6=O)cc4F)sc3c(-c3ccc(CC)s3)c3ccsc23)s1,,,,,,,0.87,23.96,0.7267,15.11,10.1021/acsenergylett.0c02053,,,,,,,,,,
BTCT-2Cl,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,,,,,,,0.877,24.4,0.704,15.1,10.1021/acs.chemmater.0c01245,,,,,,,,,,
FO-2F,CCC1(CC)Oc2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)cc21)C(CC)(CC)c1cc2c(cc1-3)OC(CC)(CC)c1cc(/C=C3\C(=O)c4cc(F)c(F)cc4C3=C(C#N)C#N)sc1-2,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,,,,,,,0.878,22.26,0.77,15.05,10.1039/D0TA03087B,,,,,,,,,,
IPTBO-4Cl,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,PBDB-TF,CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F,,,,,,,0.893,23.15,0.7257,15,10.1039/D0TA00651C,,,,,,,,,,
PY-T-y,CC(C)(C)c%13ccc%12c(=C(C#N)C#N)c(=Cc%11sc9c(sc%10c8c1nsnc1c7c6sc5c([C11])c(C=c4c(=O)c3cc(c2ccc(C(C)(C)C)s2)ccc3c4=C(C#N)C#N)sc5c6n(CC([C8])[C10])c7c8n(CC([C8])[C10])c9%10)c%11[C11])c(=O)c%12c%13,PM6,FC1=C(CC(CCCC)CC)SC(C2=C(C=C(C3=CC=C(C4=C5C(C(C6=C(CC(CC)CCCC)SC(CC(CCCC)CC)=C6C5=O)=O)=C(C7=CC=C([H])S7)S4)S3)S8)C8=C(C9=CC(F)=C(CC(CCCC)CC)S9)C%10=C2SC([H])=C%10)=C1,,,,,,,0.929,24,0.719,16.1,10.1002/adma.202200361,,,,,,,,,,
o-BTP-C6Ph,CCCCCCc1ccccc1c4c(C=c3c(=O)c2cc(F)c(F)cc2c3=C(C#N)C#N)sc%13c4sc%14c%12c5nsnc5c%11c%10sc9c(c6ccccc6CCCCCC)c(C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N)sc9c%10n(CC(CC)CCCC)c%11c%12n(CC(CC)CCCC)c%13%14,PTQ10,[H]C1=C(F)C(F)=C(C2=CC=C([H])S2)C3=C1N=C(OCC(CCCCCC)CCCCCCCC)C=N3,,,,,,,0.924,22.8,0.762,16,https://doi.org/10.1039/D0EE03506H,,,,,,,,,,













































































































