"Mol_don","Mol_acc","PCE","Voc","Jsc","FF","SMILES_acc","SMILES_don","DOI"
"HFQx-T","ITIC","9.4","0.92","15.59","65","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1","CCOc1c(F)cc(-c2nc3c(-c4cccs4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8ccc(-c9c(F)c(F)c(-c%10ccc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sc(-c%14ccc(-c%15c(F)c(F)c(-c%16ccc(-c%17cc%18c(-c%19ccc(CC)s%19)c%19sccc%19c(-c%19ccc(CC)s%19)c%18s%17)s%16)c%16nc(-c%17cc(F)c(OCC)c(F)c%17)c(-c%17cc(F)c(OCC)c(F)c%17)nc%15%16)s%14)cc%13c(-c%13ccc(CC)s%13)c%12s%11)s%10)c%10nc(-c%11cc(F)c(OCC)c(F)c%11)c(-c%11cc(F)c(OCC)c(F)c%11)nc9%10)s8)cc7c(-c7ccc(CC)s7)c6s5)s4)c3nc2-c2cc(F)c(OCC)c(F)c2)cc1F","10.1021/acsami.7b03947"
"PBDB-T","SFBRCN","9.39","0.97","13.65","70.9","CCOc1ccc2c(c1)-c1cc(OCC)ccc1C21c2cc(-c3ccc(/C=c4\sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)ccc2-c2ccc(-c3ccc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)c4nsnc34)cc21","CCc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1","10.1002/adma.201704271"
"PTB7-Th","A1","5.79","0.89","12.54","51.75","CCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CC)cc3)c3ccc(CC)cc3)-c3sc(-c4c6cc(C(=O)OCC)sc6c(/C=C6/SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(c3ccc(CC)cc3)c3ccc(CC)cc3)c3nsnc3c(/C=C3/SC(=S)N(CC)C3=O)c2s1","CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F","10.1039/C8TA00704G"
"PTB7-Th","A2","9.07","0.71","20.33","62.8","CCOC(=O)c1cc2c(-c3cc4c(s3)-c3cc5c(cc3C4(c3ccc(CC)cc3)c3ccc(CC)cc3)-c3sc(-c4c6cc(C(=O)OCC)sc6c(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)c6nsnc46)cc3C5(c3ccc(CC)cc3)c3ccc(CC)cc3)c3nsnc3c(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c2s1","CCOC(=O)c1sc2c(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10sc(-c%11cc%12c(-c%13ccc(CC)s%13)c%13sccc%13c(-c%13ccc(CC)s%13)c%12s%11)c%11sc(C(=O)OCC)c(F)c%10%11)cc9c(-c9ccc(CC)s9)c8s7)c7sc(C(=O)OCC)c(F)c67)cc5c(-c5ccc(CC)s5)c4s3)scc2c1F","10.1039/C8TA00704G"
"TTFQx-T1","ITIC","10.52","0.9","16.8","69.24","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1","CCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nc(-c%19cc(F)c(CC)s%19)c(-c%19cc(F)c(CC)s%19)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nc(-c%13cc(F)c(CC)s%13)c(-c%13cc(F)c(CC)s%13)nc%11%12)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6nc(-c7cc(F)c(CC)s7)c(-c7cc(F)c(CC)s7)nc56)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1","10.1039/C7TA10262C"
"PBDB-TF","HDO-4Cl","15.6","0.94","21.9","76","CCOc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(OCC)c(/C=C7\C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F","10.1039/D0QM00633E"
"PBDTS-TDZ","ITIC","12.8","1.1","17.78","65.4","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1","CCSc1ccc(-c2c3cc(-c4sc(-c5nnc(-c6cc(CC)c(-c7cc8c(-c9ccc(SCC)s9)c9sc(-c%10sc(-c%11nnc(-c%12cc(CC)c(-c%13cc%14c(-c%15ccc(SCC)s%15)c%15sc(-c%16sc(-c%17nnc(-c%18cc(CC)cs%18)s%17)cc%16CC)cc%15c(-c%15ccc(SCC)s%15)c%14s%13)s%12)s%11)cc%10CC)cc9c(-c9ccc(SCC)s9)c8s7)s6)s5)cc4CC)sc3c(-c3ccc(SCC)s3)c3ccsc23)s1","10.1002/adma.201703973"
"PBDT-TDZ","ITIC","11.72","1.01","17.15","67.7","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1","CCc1csc(-c2nnc(-c3cc(CC)c(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7sc(-c8nnc(-c9cc(CC)c(-c%10cc%11c(-c%12ccc(CC)s%12)c%12sc(-c%13sc(-c%14nnc(-c%15cc(CC)c(-c%16cc%17c(-c%18ccc(CC)s%18)c%18sccc%18c(-c%18ccc(CC)s%18)c%17s%16)s%15)s%14)cc%13CC)cc%12c(-c%12ccc(CC)s%12)c%11s%10)s9)s8)cc7CC)cc6c(-c6ccc(CC)s6)c5s4)s3)s2)c1","10.1002/adma.201703973"
"PBDB-TF","BTP-6F","15.3","0.81","25.9","72.8","CCc1c(/C=C2\C(=O)c3c(cc(F)c(F)c3F)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(cc(F)c(F)c8F)C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F","10.1002/anie.201915030"
"PTQ10","ITIC","10.9","1.03","17.65","60.01","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1","CCOc1cnc2c(-c3ccc(-c4c(F)c(F)c(-c5ccc(-c6c(F)c(F)c(-c7cccs7)c7ncc(OCC)nc67)s5)c5ncc(OCC)nc45)s3)c(F)c(F)cc2n1","10.1021/acsami.9b22666"
"J52","m-ITIC","5.98","0.701","17.16","49.73","CCc1cccc(C2(c3cccc(CC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CC)c2)(c2cccc(CC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1","CCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15ccc(CC)s%15)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15ccc(CC)s%15)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9ccc(CC)s9)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3ccc(CC)s3)c3ccsc23)s1","10.1002/adma.201703344"
"J91","m-ITIC","11.63","0.98","18.03","65.5","CCc1cccc(C2(c3cccc(CC)c3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2cccc(CC)c2)(c2cccc(CC)c2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)c1","CCc1sc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(-c7cc8c(-c9sc(CC)c(F)c9F)c9sc(-c%10ccc(-c%11c(F)c(F)c(-c%12ccc(-c%13cc%14c(-c%15sc(CC)c(F)c%15F)c%15sc(-c%16ccc(-c%17c(F)c(F)c(-c%18cccs%18)c%18nn(CC)nc%17%18)s%16)cc%15c(-c%15sc(CC)c(F)c%15F)c%14s%13)s%12)c%12nn(CC)nc%11%12)s%10)cc9c(-c9sc(CC)c(F)c9F)c8s7)s6)c6nn(CC)nc56)s4)sc3c(-c3sc(CC)c(F)c3F)c3ccsc23)c(F)c1F","10.1002/adma.201703344"
"PTBB-o","ITCPTC","3.09","1","8.43","36.6","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1","CCSc1cccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cccc(SCC)c9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cccc(SCC)c%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cccc(SCC)c%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cccc(SCC)c9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cccc(SCC)c3)c3ccsc23)c1","10.1002/aenm.201802686"
"PTBB-p","ITCPTC","9.36","0.91","15.76","65.2","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1","CCSc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9ccc(SCC)cc9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15ccc(SCC)cc%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15ccc(SCC)cc%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9ccc(SCC)cc9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3ccc(SCC)cc3)c3ccsc23)cc1","10.1002/aenm.201802686"
"PTBB-m","ITCPTC","12.22","0.96","18.11","70.2","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cscc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc23)cc1","CCSc1cccc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cccc(SCC)c9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cccc(SCC)c%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cccc(SCC)c%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cccc(SCC)c9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cccc(SCC)c3)c3ccsc23)c1","10.1002/aenm.201802686"
"J71","ITIC5","12.5","0.897","18.48","75.5","CCc1ccc(C2(c3ccc(CC)cc3)c3cc(/C=C4\C(=O)c5cscc5C4=C(C#N)C#N)sc3-c3sc4cc5c6c(sc5cc4c32)-c2sc(/C=C3\C(=O)c4cscc4C3=C(C#N)C#N)cc2C6(c2ccc(CC)cc2)c2ccc(CC)cc2)cc1","CCn1nc2c(-c3ccc(C)s3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6ccc([Si](CC)(CC)CC)s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(-c%10cc%11c(-c%12ccc([Si](CC)(CC)CC)s%12)c%12sc(-c%13ccc(-c%14c(F)c(F)c(-c%15ccc(-c%16cc%17c(-c%18ccc([Si](CC)(CC)CC)s%18)c%18sc(C)cc%18c(-c%18ccc([Si](CC)(CC)CC)s%18)c%17s%16)s%15)c%15nn(CC)nc%14%15)s%13)cc%12c(-c%12ccc([Si](CC)(CC)CC)s%12)c%11s%10)s9)c9nn(CC)nc89)s7)cc6c(-c6ccc([Si](CC)(CC)CC)s6)c5s4)s3)c2n1","10.1039/C8TA05800H"
"J46","ITIC","2.34","0.74","7.38","42.7","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1","CCc1cc2sc(-c3c4cc(-c5ccc(-c6c(F)c(F)c(-c7ccc(-c8cc9c(-c%10cc%11sc(CC)cc%11s%10)c%10sc(-c%11ccc(-c%12c(F)c(F)c(-c%13ccc(-c%14cc%15c(-c%16cc%17sc(CC)cc%17s%16)c%16sc(-c%17ccc(-c%18c(F)c(F)c(-c%19cccs%19)c%19nn(CC)nc%18%19)s%17)cc%16c(-c%16cc%17sc(CC)cc%17s%16)c%15s%14)s%13)c%13nn(CC)nc%12%13)s%11)cc%10c(-c%10cc%11sc(CC)cc%11s%10)c9s8)s7)c7nn(CC)nc67)s5)sc4c(-c4cc5sc(CC)cc5s4)c4ccsc34)cc2s1","10.1016/j.orgel.2018.03.028"
"J47","ITIC","9.01","0.96","15.59","60","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1","CCn1nc2c(-c3cccs3)c(F)c(F)c(-c3ccc(-c4cc5c(-c6cc7sc([Si](CC)(CC)CC)cc7s6)c6sc(-c7ccc(-c8c(F)c(F)c(-c9ccc(-c%10cc%11c(-c%12cc%13sc([Si](CC)(CC)CC)cc%13s%12)c%12sc(-c%13ccc(-c%14c(F)c(F)c(-c%15ccc(-c%16cc%17c(-c%18cc%19sc([Si](CC)(CC)CC)cc%19s%18)c%18sccc%18c(-c%18cc%19sc([Si](CC)(CC)CC)cc%19s%18)c%17s%16)s%15)c%15nn(CC)nc%14%15)s%13)cc%12c(-c%12cc%13sc([Si](CC)(CC)CC)cc%13s%12)c%11s%10)s9)c9nn(CC)nc89)s7)cc6c(-c6cc7sc([Si](CC)(CC)CC)cc7s6)c5s4)s3)c2n1","10.1016/j.orgel.2018.03.028"
"DR3TBDTT","O-IDTBR","6.36","1.15","11.06","50","CCN1C(=O)/C(=C/c2ccc(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4ccc(/C=C6\SC(=S)N(CC)C6=O)c6nsnc46)cc3C5(CC)CC)c3nsnc23)SC1=S","CCc1ccc(-c2c3cc(-c4cc(CC)c(-c5ccc(-c6sc(/C=C7/SC(=S)N(CC)C7=O)cc6CC)s5)s4)sc3c(-c3ccc(CC)s3)c3cc(-c4cc(CC)c(-c5ccc(-c6sc(/C=C7/SC(=S)N(CC)C7=O)cc6CC)s5)s4)sc23)s1","10.1039/C8TA04665D"
"PBF-SF","IT-4F","10.51","0.8","21.53","60.6","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1","CCc1ccc(-c2c3cc(-c4c(F)cc(-c5cc6c(s5)-c5sc(-c7cc(F)c(-c8cc9c(-c%10ccc(CC)s%10)c%10sc(-c%11c(F)cc(-c%12cc%13c(s%12)-c%12sc(-c%14cc(F)c(-c%15cc%16c(-c%17ccc(CC)s%17)c%17sc(-c%18c(F)cc(-c%19cc%20c(s%19)-c%19sc(-c%21cc(F)cc%22nsnc%21%22)cc%19[Si]%20(CC)CC)c%19nsnc%18%19)cc%17c(-c%17ccc(CC)s%17)c%16s%15)c%15nsnc%14%15)cc%12[Si]%13(CC)CC)c%12nsnc%11%12)cc%10c(-c%10ccc(CC)s%10)c9s8)c8nsnc78)cc5[Si]6(CC)CC)c5nsnc45)sc3c(-c3ccc(CC)s3)c3ccsc23)s1","10.1039/C8TA05207G"
"PBDB-TF","A-WSSe-Cl","17.51","0.85","26.58","77.5","bad mol","CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F","10.1002/anie.202104766"
"PBDB-TF","S-WSeSe-Cl","16.01","0.828","26.35","73.41","CCc1c(/C=C2\C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)[se]c2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7/C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)[se]c6c5n(CC)c4c3n(CC)c12","CCc1sc(-c2c3cc(-c4ccc(-c5sc(-c6ccc(-c7cc8c(-c9cc(F)c(CC)s9)c9sc(-c%10ccc(-c%11sc(-c%12ccc(-c%13cc%14c(-c%15cc(F)c(CC)s%15)c%15sc(-c%16ccc(-c%17sc(-c%18cccs%18)c%18c%17C(=O)c%17c(CC)sc(CC)c%17C%18=O)s%16)cc%15c(-c%15cc(F)c(CC)s%15)c%14s%13)s%12)c%12c%11C(=O)c%11c(CC)sc(CC)c%11C%12=O)s%10)cc9c(-c9cc(F)c(CC)s9)c8s7)s6)c6c5C(=O)c5c(CC)sc(CC)c5C6=O)s4)sc3c(-c3cc(F)c(CC)s3)c3ccsc23)cc1F","10.1002/anie.202104766"
"3BDT-4","Y6","5.82","0.829","17","41.3","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCc1ccc(-c2c3cc(-c4cc5c(-c6ccc(CC)s6)c6sc(-c7cc8c(-c9ccc(CC)s9)c9sc(-c%10cc(CC)c(-c%11ccc(/C=C%12/SC(=S)N(CC)C%12=O)s%11)s%10)cc9c(-c9ccc(CC)s9)c8s7)cc6c(-c6ccc(CC)s6)c5s4)sc3c(-c3ccc(CC)s3)c3cc(-c4cc(CC)c(-c5ccc(/C=C6\SC(=S)N(CC)C6=O)s5)s4)sc23)s1","10.1039/D1TA01680F"
"3BDT-5","Y6","10.4","0.84","21.3","58.1","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCOC(=O)/C(C#N)=C/c1ccc(-c2sc(-c3cc4c(-c5ccc(CC)s5)c5sc(-c6cc7c(-c8ccc(CC)s8)c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12cc(CC)c(-c%13ccc(/C=C(\C#N)C(=O)OCC)s%13)s%12)cc%11c(-c%11ccc(CC)s%11)c%10s9)cc8c(-c8ccc(CC)s8)c7s6)cc5c(-c5ccc(CC)s5)c4s3)cc2CC)s1","10.1039/D1TA01680F"
"P3HT","TPBT-RCN","5.11","0.81","10.29","61.44","CCc1c(/C=c2/sc(=C(C#N)C#N)n(CC)c2=O)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=c7/sc(=C(C#N)C#N)n(CC)c7=O)sc6c5n(CC)c4c3n(CC)c21","CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC","10.1021/acs.jpcc.0c07162"
"P3HT","Y5","3.6","0.59","12.17","50.42","CCc1c(/C=C2\C(=O)c3ccccc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8ccccc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC","10.1021/acs.jpcc.0c07162"
"P3HT","Y6","2.41","0.45","11.66","45.49","CCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6cc(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21","CCc1cc(C)sc1-c1sc(-c2cc(CC)c(-c3sc(-c4cc(CC)c(-c5sc(C)cc5CC)s4)cc3CC)s2)cc1CC","10.1021/acs.jpcc.0c07162"
"PTPDBDT","Br-ITIC","9.4","0.93","15.4","66","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(Br)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(Br)cc5C4=C(C#N)C#N)sc23)cc1","CCc1ccc(-c2c3cc(-c4sc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12scc%13c%12C(=O)N(CC)C%13=O)cc%11c(-c%11ccc(CC)s%11)c%10s9)c9c8C(=O)N(CC)C9=O)cc7c(-c7ccc(CC)s7)c6s5)c5c4C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1","10.1039/C7QM00025A"
"PTPDBDT","Cl-ITIC","9.5","0.94","15.6","65","CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7ccc(Cl)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5ccc(Cl)cc5C4=C(C#N)C#N)sc23)cc1","CCc1ccc(-c2c3cc(-c4sc(-c5cc6c(-c7ccc(CC)s7)c7sc(-c8sc(-c9cc%10c(-c%11ccc(CC)s%11)c%11sc(-c%12scc%13c%12C(=O)N(CC)C%13=O)cc%11c(-c%11ccc(CC)s%11)c%10s9)c9c8C(=O)N(CC)C9=O)cc7c(-c7ccc(CC)s7)c6s5)c5c4C(=O)N(CC)C5=O)sc3c(-c3ccc(CC)s3)c3ccsc23)s1","10.1039/C7QM00025A"
